"Iceland","4040","3852","1.0488","1307","-239","0.3806999999999999","0.1697417334179443","-0.02614320104587664","0.19588493446382116"
"UK","2778","3597","0.7723","45","-494","0.10419999999999996","0.007092609708935882","-0.055889041679862306","0.06298165138879874"
"Sweden","3207","4031","0.7956","474","-60","0.12749999999999995","0.0694593282357796","-0.0064166813453225835","0.07587600958110235"
"Finland","2877","3688","0.7801","144","-403","0.11199999999999999","0.02230023019766536","-0.04503856711678189","0.0673387973144474"
"Estonia","1753","2552","0.6869","-980","-1539","0.018799999999999928","-0.192857715598866","-0.20494880944924887","0.012091093850383317"
"Turkey","870","1291","0.6739","-1863","-2800","0.005800000000000027","-0.49712037907404216","-0.5009032372319533","0.0037828581579112674"
"San Marino","2629","3810","0.69","-104","-281","0.02189999999999992","-0.01684904558629796","-0.030904503822754226","0.014055458236456542"
