country,residual_ppp
Georgia,0.22614331956902367
Denmark,0.1905213929544658
Austria,0.14870217690174092
Russia,0.1310184476948777
Poland,0.11647293823834826
Netherlands,0.10020440405672515
Croatia,0.08135989091851092
Ireland,0.07905936931956337
Serbia,0.0781021694668711
Luxembourg,0.07795454008638192
