"n_higher_real_wage_than_france","n_lower_real_wage_than_france","n_higher_nominal_wage_than_france","n_lower_nominal_wage_than_france","n_higher_price_level_than_france","n_lower_price_level_than_france"
"8","39","12","35","15","32"
